,production_companies
1801,"                                                name     id
0             Twentieth Century Fox Film Corporation    306
1                                   Intermedia Films    763
2  Mediastream Vierte Film GmbH & Co. Vermarktung...  19354
3                              Mooseport Productions  89720"
1802,"               name     id
0        Trans-Film   2662
1    Initial Groupe  22240
2  Lumière Pictures  25129
3      Fallingcloud  30655"
1803,"                           name     id
0      Fox Searchlight Pictures     43
1           Marmont Productions  20926
2      Blood & Wine Productions  20927
3  Majestic Films International  20928"
1804,"                            name     id
0      Interscope Communications  10201
1  Polygram Filmed Entertainment  31080"
1805,"                  name    id
0       DreamWorks SKG    27
1  Gravier Productions  1824"
1806,"           name     id
0  K. JAM Media  17888"
1807,"                 name     id
0  Universal Pictures     33
1  The Bubble Factory  27128
2      American Films  38181"
1808,"                      name     id
0    Endgame Entertainment   1205
1  Ram Bergman Productions  11092"
1809,"                      name     id
0        Studio Babelsberg    264
1  Epsilon Motion Pictures   1171
2          UK Film Council   2452
3              Scion Films   7419
4           Focus Features  10146
5           Blue Sky Films  33680
6    Potboiler Productions  36615"
1810,"                                     name   id
0                        Icon Productions  152
1  Twentieth Century Fox Film Corporation  306"
1811,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                               Blue Wolf  10230"
1812,"                    name   id
0         United Artists   60
1  Star Partners II Ltd.  206"
1813,"                          name     id
0    Village Roadshow Pictures     79
1          Malpaso Productions    171
2              Gerber Pictures    975
3                 Warner Bros.   6194
4  Double Nickel Entertainment  10138
5           Matten Productions  27351
6                  WV Films IV  27352"
1814,"                         name    id
0          Ixtlan Productions   525
1     Emperor Motion Pictures  2726
2  Global Entertainment Group  2727"
1815,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                                M6 Films   1115
2                                  Canal+   5358
3                                TPS Star   6586
4                       Grive Productions   6877
5                              EuropaCorp   6896
6                                      M6  11261
7                 Wintergreen Productions  11845
8                      All Pictures Media  23614"
1816,"               name    id
0  Relativity Media  7295"
1817,"              name     id
0  Tig Productions    335
1     Warner Bros.   6194
2  Kasdan Pictures  13040"
1818,"                   name  id
0    Universal Pictures  33
1  Amblin Entertainment  56"
1819,"                       name    id
0            DreamWorks SKG    27
1             1492 Pictures   436
2   Participant Productions  2030
3  Imagenation Abu Dhabi FZ  6736
4    Reliance Entertainment  7294
5       Touchstone Pictures  9195"
1820,"                     name     id
0          DreamWorks SKG     27
1       Participant Media   6735
2  Reliance Entertainment   7294
3     Touchstone Pictures   9195
4       Anonymous Content  10039"
1821,"                 name    id
0  Mosaic Media Group   748
1        Warner Bros.  6194"
1822,"                 name     id
0  Universal Pictures     33
1          Ankor-Film  21450"
1823,"                                      name     id
0                          New Line Cinema     12
1  Cecchi Gori Group Tiger Cinematografica    371
2                                Avery Pix   1565
3                 Sean S. Cunningham Films  17611
4               Crystal Lake Entertainment  21783
5                          WTC Productions  50102
6            Yannix Technology Corporation  53063"
1824,"               name     id
0  Revolution Films    163
1         BBC Films    288
2          Cattleya  10102
3   Vedette Finance  34381
4        Multitrade  48197
5     Ypsilon Films  53326"
1825,"                        name     id
0         Nickelodeon Movies   2348
1  Universal Cartoon Studios   4285
2        Paramount Animation  24955"
1826,"                 name     id
0  Paramount Pictures      4
1           Bad Robot  11461"
1827,"                     name    id
0         New Line Cinema    12
1  Golden Harvest Company  2521"
1828,"                 name  id
0  Paramount Pictures   4"
1829,"                      name    id
0            Miramax Films    14
1  Scott Rudin Productions   258
2        Paramount Vantage   838
3    Mike Zoss Productions  2092"
1830,"                 name    id
0  Universal Pictures    33
1    Rainforest Films  1309
2         Cube Vision  2780
3    Relativity Media  7295"
1831,"                  name     id
0        Miramax Films     14
1   Universal Pictures     33
2         Studio Canal   5870
3  Working Title Films  10163
4          Little Bird  11358"
1832,"                      name     id
0            Miramax Films     14
1  David Brown Productions    903
2                 Fat Free  65781"
1833,"                        name    id
0               Type A Films  2308
1     Marc Platt Productions  2527
2  Metro-Goldwyn-Mayer (MGM)  8411"
1834,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                      Dune Entertainment    444
2                  Dune Entertainment III   6332
3                   Chernin Entertainment   7076
4                            Walden Media  10221
5                        Face Productions  48638"
1835,"                            name    id
0                 Katalyst Films   817
1  The Montecito Picture Company  2364
2          Handsomecharlie Films  8873"
1836,"                             name    id
0              Hollywood Pictures   915
1  Cinergi Pictures Entertainment  1504"
1837,"              name    id
0  Silver Pictures  1885
1     Warner Bros.  6194"
1838,"                                     name    id
0  Twentieth Century Fox Film Corporation   306
1                Mace Neufeld Productions  2767"
1839,"                                                name     id
0                                    New Line Cinema     12
1                             Zide-Perry Productions   3169
2  Kumar Mobiliengesellschaft mbH & Co. Projekt N...  12067
3                                Hard Eight Pictures  48772
4                                   Matinee Pictures  48785
5                                 Practical Pictures  48788"
